,st,state,year,population,violentcrimetotal,murderandnonnegligentmanslaughte,forciblerape,robbery,aggravatedassault,propertycrimetotal,burglary,larcenytheft,motorvehicletheft,violentcrimerate,murderrate,forcibleraperate,robberyrate,aggravatedassaultrate,propertycrimerate,burglaryrate,larcenytheftrate,motorvehicletheftrate
652,IL,Illinois,1996,11847000,105482,1179,4548,33106,66649,524777,108185,358515,58077,890.4000244,10,38.40000153,279.3999939,562.5999756,4429.600098,913.2000122,3026.199951,490.2000122
653,IL,Illinois,1997,11896000,102476,1096,4415,33123,63842,509113,103550,350140,55423,861.4000244,9.199999809,37.09999847,278.3999939,536.7000122,4279.700195,870.5,2943.300049,465.8999939
654,IL,Illinois,1998,12045000,97291,1008,4095,29927,62261,487915,97792,337191,52932,807.7000122,8.399999619,34,248.5,516.9000244,4050.800049,811.9000244,2799.399902,439.5
655,IL,Illinois,1999,12128000,83621,939,4297,26365,52020,463939,86317,320954,56668,689.5,7.699999809,35.40000153,217.3999939,428.8999939,3825.199951,711.7000122,2646.300049,467.2000122
656,IL,Illinois,2000,12419293,81196,898,3926,25641,50731,445278,81850,313161,50267,653.7999878,7.199999809,31.60000038,206.5,408.5,3585.399902,659.0999756,2521.600098,404.7000122
657,IL,Illinois,2001,12482301,79504,986,3938,24867,49713,431990,78844,304362,48784,636.9000244,7.900000095,31.5,199.1999969,398.2999878,3460.800049,631.5999756,2438.300049,390.7999878
658,IL,Illinois,2002,12586447,75759,961,4370,25314,45114,430479,81440,304227,44812,601.9000244,7.599999905,34.70000076,201.1000061,358.3999939,3420.199951,647,2417.100098,356
659,IL,Illinois,2003,12653544,70456,896,4167,23809,41584,415593,78288,295541,41764,556.7999878,7.099999905,32.90000153,188.1999969,328.6000061,3284.399902,618.7000122,2335.600098,330.1000061
660,IN,Indiana,1960,4662498,3945,204,240,1609,1892,68496,21486,39196,7814,84.59999847,4.400000095,5.099999905,34.5,40.59999847,1469.099976,460.7999878,840.7000122,167.6000061
661,IN,Indiana,1961,4711000,4044,192,250,1829,1773,72871,22162,42379,8330,85.80000305,4.099999905,5.300000191,38.79999924,37.59999847,1546.800049,470.3999939,899.5999756,176.8000031
662,IN,Indiana,1962,4715000,4191,167,289,1814,1921,80810,22183,49473,9154,88.90000153,3.5,6.099999905,38.5,40.70000076,1713.900024,470.5,1049.300049,194.1000061
663,IN,Indiana,1963,4694000,4819,130,380,2219,2090,91417,25294,56127,9996,102.6999969,2.799999952,8.100000381,47.29999924,44.5,1947.5,538.9000244,1195.699951,213
664,IN,Indiana,1964,4825000,6564,147,505,2802,3110,98778,25797,62098,10883,136,3,10.5,58.09999847,64.5,2047.199951,534.7000122,1287,225.6000061
665,IN,Indiana,1965,4885000,6695,173,516,2802,3204,99334,27178,60113,12043,137.1000061,3.5,10.60000038,57.40000153,65.59999847,2033.400024,556.4000244,1230.599976,246.5
666,IN,Indiana,1966,4918000,7196,197,520,3089,3390,107692,30859,63282,13551,146.3000031,4,10.60000038,62.79999924,68.90000153,2189.800049,627.5,1286.699951,275.5
667,IN,Indiana,1967,5000000,8143,188,633,3933,3389,121481,35074,69464,16943,162.8999939,3.799999952,12.69999981,78.69999695,67.80000305,2429.600098,701.5,1389.300049,338.8999939
668,IN,Indiana,1968,5067000,10229,243,741,5119,4126,137739,37693,79174,20872,201.8999939,4.800000191,14.60000038,101,81.40000153,2718.399902,743.9000244,1562.5,411.8999939
669,IN,Indiana,1969,5118000,10141,255,864,4788,4234,147973,41916,85869,20188,198.1000061,5,16.89999962,93.59999847,82.69999695,2891.199951,819,1677.800049,394.5
670,IN,Indiana,1970,5193669,12184,253,1031,5729,5171,168811,48084,97338,23389,234.6000061,4.900000095,19.89999962,110.3000031,99.59999847,3250.300049,925.7999878,1874.199951,450.2999878
671,IN,Indiana,1971,5274000,13031,282,1025,6646,5078,172758,51104,100414,21240,247.1000061,5.300000191,19.39999962,126,96.30000305,3275.699951,969,1903.900024,402.7000122
672,IN,Indiana,1972,5291000,12968,321,1192,5878,5577,167440,50180,97921,19339,245.1000061,6.099999905,22.5,111.0999985,105.4000015,3164.600098,948.4000244,1850.699951,365.5
673,IN,Indiana,1973,5316000,13696,388,1239,5785,6284,184415,55064,108623,20728,257.6000061,7.300000191,23.29999924,108.8000031,118.1999969,3469.100098,1035.800049,2043.300049,389.8999939
674,IN,Indiana,1974,5330000,15631,427,1255,7166,6783,215524,66870,127706,20948,293.2999878,8,23.5,134.3999939,127.3000031,4043.600098,1254.599976,2396,393
675,IN,Indiana,1975,5311000,17677,449,1291,8328,7609,243170,73103,149447,20620,332.7999878,8.5,24.29999924,156.8000031,143.3000031,4578.600098,1376.400024,2813.899902,388.2999878
676,IN,Indiana,1976,5302000,16721,377,1228,6830,8286,231055,64450,146859,19746,315.3999939,7.099999905,23.20000076,128.8000031,156.3000031,4357.899902,1215.599976,2769.899902,372.3999939
677,IN,Indiana,1977,5330000,16553,395,1412,6565,8181,211190,57894,133179,20117,310.6000061,7.400000095,26.5,123.1999969,153.5,3962.300049,1086.199951,2498.699951,377.3999939
678,IN,Indiana,1978,5374000,17383,334,1451,6526,9072,215770,59561,134119,22090,323.5,6.199999809,27,121.4000015,168.8000031,4015.100098,1108.300049,2495.699951,411.1000061
679,IN,Indiana,1979,5400000,18254,448,1681,7167,8958,230223,63176,143666,23381,338,8.300000191,31.10000038,132.6999969,165.8999939,4263.399902,1169.900024,2660.5,433
680,IN,Indiana,1980,5461103,20633,485,1808,7720,10620,248619,71720,153297,23602,377.7999878,8.899999619,33.09999847,141.3999939,194.5,4552.5,1313.300049,2807.100098,432.2000122
681,IN,Indiana,1981,5466000,18672,388,1616,7050,9618,229472,63887,147038,18547,341.6000061,7.099999905,29.60000038,129,176,4198.200195,1168.800049,2690,339.2999878
682,IN,Indiana,1982,5471000,16444,355,1521,5966,8602,225894,59569,148454,17871,300.6000061,6.5,27.79999924,109,157.1999969,4128.899902,1088.800049,2713.5,326.6000061
683,IN,Indiana,1983,5479000,15547,286,1509,5474,8278,210725,54147,138929,17649,283.7999878,5.199999809,27.5,99.90000153,151.1000061,3846,988.2999878,2535.699951,322.1000061
684,IN,Indiana,1984,5498000,16781,303,1372,5435,9671,199258,51019,128941,19298,305.2000122,5.5,25,98.90000153,175.8999939,3624.199951,928,2345.199951,351
685,IN,Indiana,1985,5499000,17014,319,1318,5065,10312,198220,50295,129861,18064,309.3999939,5.800000191,24,92.09999847,187.5,3604.699951,914.5999756,2361.5,328.5
686,IN,Indiana,1986,5504000,16937,329,1424,4954,10230,195233,48802,128404,18027,307.7000122,6,25.89999962,90,185.8999939,3547.100098,886.7000122,2332.899902,327.5
687,IN,Indiana,1987,5531000,18169,307,1609,4901,11352,209695,52363,137722,19610,328.5,5.599999905,29.10000038,88.59999847,205.1999969,3791.300049,946.7000122,2490,354.5
688,IN,Indiana,1988,5575000,21187,358,1731,4963,14135,210177,52137,138335,19705,380,6.400000095,31,89,253.5,3770,935.2000122,2481.300049,353.5
689,IN,Indiana,1989,5593000,22735,353,1804,5671,14907,225592,54201,149514,21877,406.5,6.300000191,32.29999924,101.4000015,266.5,4033.5,969.0999756,2673.199951,391.1000061
690,IN,Indiana,1990,5544159,26275,344,2103,5619,18209,233376,52297,156741,24338,473.8999939,6.199999809,37.90000153,101.3000031,328.3999939,4209.399902,943.2999878,2827.100098,439
691,IN,Indiana,1991,5610000,28349,423,2318,6506,19102,241930,54814,161039,26077,505.2999878,7.5,41.29999924,116,340.5,4312.5,977.0999756,2870.600098,464.7999878
692,IN,Indiana,1992,5662000,28791,464,2398,6921,19008,236584,53907,157181,25496,508.5,8.199999809,42.40000153,122.1999969,335.7000122,4178.5,952.0999756,2776.100098,450.2999878
693,IN,Indiana,1993,5713000,27941,430,2234,6845,18432,227149,48677,154016,24456,489.1000061,7.5,39.09999847,119.8000031,322.6000061,3976,852,2695.899902,428.1000061
694,IN,Indiana,1994,5752000,30205,453,2046,7490,20216,233975,48921,160043,25011,525.0999756,7.900000095,35.59999847,130.1999969,351.5,4067.699951,850.5,2782.399902,434.7999878
695,IN,Indiana,1995,5803000,30451,466,1930,7844,20211,238317,47676,163618,27023,524.7000122,8,33.29999924,135.1999969,348.2999878,4106.799805,821.5999756,2819.5,465.7000122
696,IN,Indiana,1996,5841000,31366,420,1992,7249,21705,231376,45782,160777,24817,537,7.199999809,34.09999847,124.0999985,371.6000061,3961.199951,783.7999878,2752.600098,424.8999939
697,IN,Indiana,1997,5864000,30179,430,1928,7763,20058,231723,48182,158442,25099,514.5999756,7.300000191,32.90000153,132.3999939,342.1000061,3951.600098,821.7000122,2701.899902,428
698,IN,Indiana,1998,5899000,25423,454,1952,6561,16456,220529,46552,152790,21187,431,7.699999809,33.09999847,111.1999969,279,3738.399902,789.2000122,2590.100098,359.2000122
699,IN,Indiana,1999,5943000,22261,391,1607,6496,13767,201547,42463,138794,20290,374.6000061,6.599999905,27,109.3000031,231.6999969,3391.300049,714.5,2335.399902,341.3999939
700,IN,Indiana,2000,6080485,21230,352,1759,6282,12837,206905,41108,144707,21090,349.1000061,5.800000191,28.89999962,103.3000031,211.1000061,3402.800049,676.0999756,2379.899902,346.7999878
701,IN,Indiana,2001,6114745,22734,413,1716,7171,13434,211548,42758,147291,21499,371.7999878,6.800000191,28.10000038,117.3000031,219.6999969,3459.600098,699.2999878,2408.800049,351.6000061
702,IN,Indiana,2002,6156913,22001,362,1843,6612,13184,208965,42605,146073,20287,357.2999878,5.900000095,29.89999962,107.4000015,214.1000061,3394,692,2372.5,329.5
703,IN,Indiana,2003,6195643,21856,341,1720,6403,13392,208034,41581,145685,20768,352.7999878,5.5,27.79999924,103.3000031,216.1999969,3357.699951,671.0999756,2351.399902,335.2000122
704,KS,Kansas,1960,2178611,1272,64,109,410,689,29120,7705,19515,1900,58.40000153,2.900000095,5,18.79999924,31.60000038,1336.599976,353.7000122,895.7999878,87.19999695
705,KS,Kansas,1961,2194000,1282,41,118,460,663,29918,7275,20763,1880,58.40000153,1.899999976,5.400000095,21,30.20000076,1363.599976,331.6000061,946.4000244,85.69999695
706,KS,Kansas,1962,2219000,1477,63,147,480,787,33314,7531,23514,2269,66.59999847,2.799999952,6.599999905,21.60000038,35.5,1501.300049,339.3999939,1059.699951,102.3000031
707,KS,Kansas,1963,2225000,1831,57,148,648,978,34704,8234,24068,2402,82.30000305,2.599999905,6.699999809,29.10000038,44,1559.699951,370.1000061,1081.699951,108
708,KS,Kansas,1964,2225000,2573,75,246,623,1629,41345,9626,28613,3106,115.5999985,3.400000095,11.10000038,28,73.19999695,1858.199951,432.6000061,1286,139.6000061
709,KS,Kansas,1965,2234000,2392,60,204,537,1591,42070,10443,28886,2741,107.0999985,2.700000048,9.100000381,24,71.19999695,1883.199951,467.5,1293,122.6999969
710,KS,Kansas,1966,2250000,2517,78,200,667,1572,44779,10712,30742,3325,111.9000015,3.5,8.899999619,29.60000038,69.90000153,1990.199951,476.1000061,1366.300049,147.8000031
711,KS,Kansas,1967,2275000,3248,90,243,959,1956,53047,13610,35231,4206,142.8000031,4,10.69999981,42.20000076,86,2331.699951,598.2000122,1548.599976,184.8999939
712,KS,Kansas,1968,2303000,3463,86,305,1095,1977,59264,14178,40353,4733,150.3999939,3.700000048,13.19999981,47.5,85.80000305,2573.300049,615.5999756,1752.199951,205.5
713,KS,Kansas,1969,2321000,3873,81,350,1271,2171,68961,16091,47579,5291,166.8999939,3.5,15.10000038,54.79999924,93.5,2971.199951,693.2999878,2049.899902,228
714,KS,Kansas,1970,2249071,4561,107,325,1689,2440,77385,19829,51784,5772,202.8000031,4.800000191,14.5,75.09999847,108.5,3440.800049,881.7000122,2302.5,256.6000061
715,KS,Kansas,1971,2258000,4843,115,360,1483,2885,74079,20064,48511,5504,214.5,5.099999905,15.89999962,65.69999695,127.8000031,3280.699951,888.5999756,2148.399902,243.8000031
716,KS,Kansas,1972,2258000,4737,91,401,1556,2689,72144,20472,46433,5239,209.8000031,4,17.79999924,68.90000153,119.0999985,3195,906.5999756,2056.399902,232
717,KS,Kansas,1973,2279000,4956,137,411,1781,2627,75123,23485,46840,4798,217.5,6,18,78.09999847,115.3000031,3296.300049,1030.5,2055.300049,210.5
718,KS,Kansas,1974,2270000,6272,157,447,2447,3221,91347,28797,57134,5416,276.2999878,6.900000095,19.70000076,107.8000031,141.8999939,4024.100098,1268.599976,2516.899902,238.6000061
719,KS,Kansas,1975,2267000,6307,122,391,2103,3691,101307,31047,64900,5360,278.2000122,5.400000095,17.20000076,92.80000305,162.8000031,4468.799805,1369.5,2862.800049,236.3999939
720,KS,Kansas,1976,2310000,6529,104,506,1983,3936,103853,30618,67870,5365,282.6000061,4.5,21.89999962,85.80000305,170.3999939,4495.799805,1325.5,2938.100098,232.3000031
721,KS,Kansas,1977,2326000,7206,153,511,2343,4199,98948,29549,63716,5683,309.7999878,6.599999905,22,100.6999969,180.5,4254,1270.400024,2739.300049,244.3000031
722,KS,Kansas,1978,2348000,7471,133,586,2201,4551,99225,30215,63194,5816,318.2000122,5.699999809,25,93.69999695,193.8000031,4225.899902,1286.800049,2691.399902,247.6999969
723,KS,Kansas,1979,2369000,8376,130,626,2423,5197,107605,31504,69622,6479,353.6000061,5.5,26.39999962,102.3000031,219.3999939,4542.200195,1329.800049,2938.899902,273.5
724,KS,Kansas,1980,2354783,9168,163,742,2664,5599,117492,35826,75268,6398,389.2999878,6.900000095,31.5,113.0999985,237.8000031,4989.5,1521.400024,3196.399902,271.7000122
725,KS,Kansas,1981,2381000,8796,151,733,2611,5301,119880,36768,77039,6073,369.3999939,6.300000191,30.79999924,109.6999969,222.6000061,5034.899902,1544.199951,3235.600098,255.1000061
726,KS,Kansas,1982,2408000,8088,138,596,2095,5259,111156,32382,73416,5358,335.8999939,5.699999809,24.79999924,87,218.3999939,4616.100098,1344.800049,3048.800049,222.5
727,KS,Kansas,1983,2425000,7919,137,627,2038,5117,101928,28318,68735,4875,326.6000061,5.599999905,25.89999962,84,211,4203.200195,1167.800049,2834.399902,201
728,KS,Kansas,1984,2438000,8147,89,669,1745,5644,97646,25577,67028,5041,334.2000122,3.700000048,27.39999962,71.59999847,231.5,4005.199951,1049.099976,2749.300049,206.8000031
729,KS,Kansas,1985,2450000,8716,121,719,1929,5947,98474,25740,67433,5301,355.7999878,4.900000095,29.29999924,78.69999695,242.6999969,4019.300049,1050.599976,2752.399902,216.3999939
730,KS,Kansas,1986,2461000,9076,108,810,1958,6200,109607,29229,74029,6349,368.7999878,4.400000095,32.90000153,79.59999847,251.8999939,4453.799805,1187.699951,3008.100098,258
731,KS,Kansas,1987,2476000,8932,110,808,2032,5982,112488,28177,78043,6268,360.7000122,4.400000095,32.59999847,82.09999847,241.6000061,4543.100098,1138,3152,253.1999969
732,KS,Kansas,1988,2487000,9083,85,779,2136,6083,112280,29321,76927,6032,365.2000122,3.400000095,31.29999924,85.90000153,244.6000061,4514.700195,1179,3093.199951,242.5
733,KS,Kansas,1989,2513000,10073,138,917,2508,6510,115146,29871,77802,7473,400.7999878,5.5,36.5,99.80000305,259.1000061,4582,1188.699951,3096,297.3999939
734,KS,Kansas,1990,2477574,11093,98,1002,2914,7079,117571,28901,80361,8309,447.7000122,4,40.40000153,117.5999985,285.7000122,4745.399902,1166.5,3243.5,335.3999939
735,KS,Kansas,1991,2495000,12465,153,1118,3453,7741,125616,32601,84258,8757,499.6000061,6.099999905,44.79999924,138.3999939,310.2999878,5034.700195,1306.699951,3377.100098,351
736,KS,Kansas,1992,2523000,12888,151,1042,3277,8418,121334,32639,80526,8169,510.7999878,6,41.29999924,129.8999939,333.7000122,4809.100098,1293.699951,3191.699951,323.7999878
737,KS,Kansas,1993,2531000,12564,161,1016,3128,8259,113360,28655,76538,8167,496.3999939,6.400000095,40.09999847,123.5999985,326.2999878,4478.899902,1132.199951,3024,322.7000122
738,KS,Kansas,1994,2554000,11314,170,1055,2940,7149,112477,28635,75459,8383,443,6.699999809,41.29999924,115.0999985,279.8999939,4404,1121.199951,2954.5,328.2000122
739,KS,Kansas,1995,2565000,10792,159,938,2775,6920,114558,27404,78855,8299,420.7000122,6.199999809,36.59999847,108.1999969,269.7999878,4466.200195,1068.400024,3074.300049,323.5
740,KS,Kansas,1996,2572000,10642,170,1096,2476,6900,109772,25239,78145,6388,413.7999878,6.599999905,42.59999847,96.30000305,268.2999878,4268,981.2999878,3038.300049,248.3999939
741,KS,Kansas,1997,2595000,11151,150,1179,2535,7287,122553,24292,91823,6438,429.7000122,5.800000191,45.40000153,97.69999695,280.7999878,4722.700195,936.0999756,3538.5,248.1000061
742,KS,Kansas,1998,2629000,10972,173,1128,2287,7384,117114,24984,85329,6801,417.2999878,6.599999905,42.90000153,87,280.8999939,4454.700195,950.2999878,3245.699951,258.7000122
743,KS,Kansas,1999,2654000,10159,160,1065,2047,6887,107644,21874,79722,6048,382.7999878,6,40.09999847,77.09999847,259.5,4055.899902,824.2000122,3003.800049,227.8999939
744,KS,Kansas,2000,2688418,10470,169,1022,2048,7231,108057,21484,80077,6496,389.3999939,6.300000191,38,76.19999695,269,4019.399902,799.0999756,2978.600098,241.6000061
745,KS,Kansas,2001,2694641,10909,92,945,2423,7449,105537,20514,77038,7985,404.7999878,3.400000095,35.09999847,89.90000153,276.3999939,3916.600098,761.2999878,2858.899902,296.2999878
746,KS,Kansas,2002,2711769,10229,78,1035,2165,6951,100768,19679,73877,7212,377.2000122,2.900000095,38.20000076,79.80000305,256.2999878,3716,725.7000122,2724.300049,266
747,KS,Kansas,2003,2723507,10771,123,1042,2246,7360,108777,21887,79113,7777,395.5,4.5,38.29999924,82.5,270.2000122,3994,803.5999756,2904.800049,285.6000061
748,KY,Kentucky,1960,3038156,2957,205,163,1001,1588,33887,11274,18831,3782,97.30000305,6.699999809,5.400000095,32.90000153,52.29999924,1115.400024,371.1000061,619.7999878,124.5
749,KY,Kentucky,1961,3076000,2907,201,146,1085,1475,34003,11271,19402,3330,94.5,6.5,4.699999809,35.29999924,48,1105.400024,366.3999939,630.7999878,108.3000031
750,KY,Kentucky,1962,3082000,2963,201,177,1122,1463,38070,12809,21692,3569,96.09999847,6.5,5.699999809,36.40000153,47.5,1235.199951,415.6000061,703.7999878,115.8000031
751,KY,Kentucky,1963,3095000,2849,172,166,1109,1402,41632,13508,24159,3965,92.09999847,5.599999905,5.400000095,35.79999924,45.29999924,1345.099976,436.3999939,780.5999756,128.1000061
752,KY,Kentucky,1964,3159000,3486,164,254,1140,1928,46527,14571,27430,4526,110.4000015,5.199999809,8,36.09999847,61,1472.800049,461.2999878,868.2999878,143.3000031
753,KY,Kentucky,1965,3179000,3463,168,209,1167,1919,47074,14140,28112,4822,108.9000015,5.300000191,6.599999905,36.70000076,60.40000153,1480.800049,444.7999878,884.2999878,151.6999969
754,KY,Kentucky,1966,3183000,4191,223,265,1362,2341,51141,15360,28532,7249,131.6999969,7,8.300000191,42.79999924,73.5,1606.699951,482.6000061,896.4000244,227.6999969
755,KY,Kentucky,1967,3189000,4484,230,291,1502,2461,54712,15399,30325,8988,140.6000061,7.199999809,9.100000381,47.09999847,77.19999695,1715.599976,482.8999939,950.9000244,281.7999878
756,KY,Kentucky,1968,3229000,5317,288,330,1941,2758,58974,16872,31376,10726,164.6999969,8.899999619,10.19999981,60.09999847,85.40000153,1826.400024,522.5,971.7000122,332.2000122
757,KY,Kentucky,1969,3232000,5745,336,370,2236,2803,64224,18399,34646,11179,177.8000031,10.39999962,11.39999962,69.19999695,86.69999695,1987.099976,569.2999878,1072,345.8999939
758,KY,Kentucky,1970,3219311,7157,357,441,2344,4015,72814,22662,39002,11150,222.3000031,11.10000038,13.69999981,72.80000305,124.6999969,2261.800049,703.9000244,1211.5,346.2999878
759,KY,Kentucky,1971,3282000,7717,358,489,2541,4329,73733,23596,39232,10905,235.1000061,10.89999962,14.89999962,77.40000153,131.8999939,2246.600098,719,1195.400024,332.2999878
760,KY,Kentucky,1972,3299000,7446,323,517,2744,3862,66242,21449,35495,9298,225.6999969,9.800000191,15.69999981,83.19999695,117.0999985,2007.900024,650.2000122,1075.900024,281.7999878
761,KY,Kentucky,1973,3342000,7356,323,545,2843,3645,68349,22716,38072,7561,220.1000061,9.699999809,16.29999924,85.09999847,109.0999985,2045.199951,679.7000122,1139.199951,226.1999969
762,KY,Kentucky,1974,3357000,7857,347,592,3100,3818,84787,27865,49240,7682,234,10.30000019,17.60000038,92.30000305,113.6999969,2525.699951,830.0999756,1466.800049,228.8000031
763,KY,Kentucky,1975,3396000,8967,345,523,3504,4595,101891,32696,60251,8944,264,10.19999981,15.39999962,103.1999969,135.3000031,3000.300049,962.7999878,1774.199951,263.3999939
764,KY,Kentucky,1976,3428000,8987,362,611,3382,4632,104029,31886,63683,8460,262.2000122,10.60000038,17.79999924,98.69999695,135.1000061,3034.699951,930.2000122,1857.699951,246.8000031
765,KY,Kentucky,1977,3458000,8077,349,659,2806,4263,96124,30162,57477,8485,233.6000061,10.10000038,19.10000038,81.09999847,123.3000031,2779.800049,872.2000122,1662.099976,245.3999939
766,KY,Kentucky,1978,3498000,7807,316,725,2845,3921,97939,30942,58231,8766,223.1999969,9,20.70000076,81.30000305,112.0999985,2799.899902,884.5999756,1664.699951,250.6000061
767,KY,Kentucky,1979,3527000,8748,335,719,3247,4447,103548,32082,62431,9035,248,9.5,20.39999962,92.09999847,126.0999985,2935.899902,909.5999756,1770.099976,256.2000122
768,KY,Kentucky,1980,3641479,9711,321,698,3468,5224,115328,37901,68296,9131,266.7000122,8.800000191,19.20000076,95.19999695,143.5,3167.100098,1040.800049,1875.5,250.6999969
769,KY,Kentucky,1981,3661000,10599,308,766,3687,5838,118690,38893,71194,8603,289.5,8.399999619,20.89999962,100.6999969,159.5,3242,1062.400024,1944.699951,235
770,KY,Kentucky,1982,3667000,11550,355,734,3568,6893,119304,37736,73020,8548,315,9.699999809,20,97.30000305,188,3253.399902,1029.099976,1991.300049,233.1000061
771,KY,Kentucky,1983,3714000,11967,364,817,3236,7550,115602,36286,71322,7994,322.2000122,9.800000191,22,87.09999847,203.3000031,3112.600098,977,1920.400024,215.1999969
772,KY,Kentucky,1984,3723000,10342,244,826,2631,6641,99803,29234,63860,6709,277.7999878,6.599999905,22.20000076,70.69999695,178.3999939,2680.699951,785.2000122,1715.300049,180.1999969
773,KY,Kentucky,1985,3726000,11384,256,806,2821,7501,98428,28739,62491,7198,305.5,6.900000095,21.60000038,75.69999695,201.3000031,2641.699951,771.2999878,1677.199951,193.1999969
774,KY,Kentucky,1986,3728000,12467,248,860,3076,8283,102810,30725,64882,7203,334.3999939,6.699999809,23.10000038,82.5,222.1999969,2757.800049,824.2000122,1740.400024,193.1999969
775,KY,Kentucky,1987,3727000,12589,280,781,3361,8167,109284,31571,70532,7181,337.7999878,7.5,21,90.19999695,219.1000061,2932.199951,847.0999756,1892.5,192.6999969
776,KY,Kentucky,1988,3721000,12284,229,835,2764,8456,104362,30747,66711,6904,330.1000061,6.199999809,22.39999962,74.30000305,227.3000031,2804.699951,826.2999878,1792.800049,185.5
777,KY,Kentucky,1989,3727000,13302,293,917,2836,9256,110328,30526,71611,8191,356.8999939,7.900000095,24.60000038,76.09999847,248.3000031,2960.199951,819.0999756,1921.400024,219.8000031
778,KY,Kentucky,1990,3685296,14386,264,1068,2545,10509,107208,28264,71594,7350,390.3999939,7.199999809,29,69.09999847,285.2000122,2909.100098,766.9000244,1942.699951,199.3999939
779,KY,Kentucky,1991,3713000,16262,253,1315,3084,11610,108430,29576,70885,7969,438,6.800000191,35.40000153,83.09999847,312.7000122,2920.300049,796.5999756,1909.099976,214.6000061
780,KY,Kentucky,1992,3755000,20107,216,1209,3273,15409,104692,27378,69186,8128,535.5,5.800000191,32.20000076,87.19999695,410.3999939,2788.100098,729.0999756,1842.5,216.5
781,KY,Kentucky,1993,3789000,17530,249,1301,3425,12555,105979,28041,69745,8193,462.7000122,6.599999905,34.29999924,90.40000153,331.3999939,2797,740.0999756,1840.699951,216.1999969
782,KY,Kentucky,1994,3827000,16991,244,1350,3595,11802,110725,28718,73449,8558,444,6.400000095,35.29999924,93.90000153,308.3999939,2893.300049,750.4000244,1919.199951,223.6000061
783,KY,Kentucky,1995,3860000,14079,276,1231,4001,8571,115298,28389,76906,10003,364.7000122,7.199999809,31.89999962,103.6999969,222,2987,735.5,1992.400024,259.1000061
784,KY,Kentucky,1996,3884000,12448,228,1230,3643,7347,110531,26736,73653,10142,320.5,5.900000095,31.70000076,93.80000305,189.1999969,2845.800049,688.4000244,1896.300049,261.1000061
785,KY,Kentucky,1997,3908000,12386,228,1304,3546,7308,109819,26638,73487,9694,316.8999939,5.800000191,33.40000153,90.69999695,187,2810.100098,681.5999756,1880.400024,248.1000061
786,KY,Kentucky,1998,3936000,12909,237,1107,3468,8097,109721,27998,71971,9752,328,6,28.10000038,88.09999847,205.6999969,2787.600098,711.2999878,1828.5,247.8000031
787,KY,Kentucky,1999,3961000,12212,203,1148,3104,7757,104768,25180,70719,8869,308.2999878,5.099999905,29,78.40000153,195.8000031,2645.100098,635.7000122,1785.5,223.8999939
788,KY,Kentucky,2000,4041769,11903,193,1091,3256,7363,107723,25308,73141,9274,294.5,4.800000191,27,80.59999847,182.1999969,2665.199951,626.2000122,1809.599976,229.5
789,KY,Kentucky,2001,4065556,10448,191,1132,3280,5845,109001,26505,73152,9344,257,4.699999809,27.79999924,80.69999695,143.8000031,2681.100098,651.9000244,1799.300049,229.8000031
790,KY,Kentucky,2002,4089822,11101,191,1087,3131,6692,108590,26891,72378,9321,271.3999939,4.699999809,26.60000038,76.59999847,163.6000061,2655.100098,657.5,1769.699951,227.8999939
791,KY,Kentucky,2003,4117827,10777,188,1054,3196,6339,110418,27656,73396,9366,261.7000122,4.599999905,25.60000038,77.59999847,153.8999939,2681.5,671.5999756,1782.400024,227.5
792,LA,Louisiana,1960,3257022,4990,270,279,1484,2957,43709,12615,24893,6201,153.1999969,8.300000191,8.600000381,45.59999847,90.80000305,1342,387.2999878,764.2999878,190.3999939
793,LA,Louisiana,1961,3321000,4508,211,267,1476,2554,37217,11180,20404,5633,135.6999969,6.400000095,8,44.40000153,76.90000153,1120.699951,336.6000061,614.4000244,169.6000061
794,LA,Louisiana,1962,3330000,4570,225,226,1298,2821,39787,10891,22759,6137,137.1999969,6.800000191,6.800000191,39,84.69999695,1194.800049,327.1000061,683.5,184.3000031
795,LA,Louisiana,1963,3418000,5798,235,212,1446,3905,47344,13528,27046,6770,169.6000061,6.900000095,6.199999809,42.29999924,114.1999969,1385.099976,395.7999878,791.2999878,198.1000061
796,LA,Louisiana,1964,3468000,7140,287,384,1849,4620,56006,16730,31267,8009,205.8999939,8.300000191,11.10000038,53.29999924,133.1999969,1614.900024,482.3999939,901.5999756,230.8999939
797,LA,Louisiana,1965,3534000,7178,285,394,1813,4686,55418,15983,32277,7158,203.1000061,8.100000381,11.10000038,51.29999924,132.6000061,1568.099976,452.2999878,913.2999878,202.5
798,LA,Louisiana,1966,3603000,8689,355,597,2407,5330,69069,20845,38685,9539,241.1999969,9.899999619,16.60000038,66.80000305,147.8999939,1917,578.5,1073.699951,264.7999878
799,LA,Louisiana,1967,3662000,10071,341,603,3005,6122,77406,24030,43075,10301,275,9.300000191,16.5,82.09999847,167.1999969,2113.800049,656.2000122,1176.300049,281.2999878
800,LA,Louisiana,1968,3732000,11742,354,613,3369,7406,81831,25303,45981,10547,314.6000061,9.5,16.39999962,90.30000305,198.3999939,2192.699951,678,1232.099976,282.6000061
801,LA,Louisiana,1969,3745000,13492,356,829,3843,8464,89574,26013,51421,12140,360.2999878,9.5,22.10000038,102.5999985,226,2391.800049,694.5999756,1373.099976,324.2000122
